Age,Cluster,District,Female_15_29,Female_30,Gendered_HH_Type,KFP_Comp_Feed,KFP_Comp_Feed_2,KFP_criticalhandwashing,KFP_Dietary_Diversity,KFP_Exclusive,KFP_Initiation,KFP_minmeal,Men_15_29,Men_30,Participate_CareGroup,Participate_CashTransfer,Participate_Disaster,Participate_FFB,Participate_GenderedClimate,Participate_IGA,Participate_Natural,Participate_PTS,Participate_ResilienceDesign,Participate_SAADialoguesGender,Participate_SuppFeeding,Participate_TVET,Participate_VillageSavings,Participate_WASH,Sex,Village,Ward,Frame1_3,Frame3,program,KFP_contbf,KFP_micronutrient,KFP_TimelyImmun,Participate_AgrLoan,Participate_CommSupp,Participate_DykeCon,Participate_Irrigation,Participate_Livestock,Participate_Marketing,Participate_Meg,Participate_Radio,Participate_TVET_formal,Participate_TVET_informal,Participate_WaterManage,Participate_YouthGroup,source_caregroup,source_cluster,source_healthfacil,source_interpersonal,source_other,source_promoter,source_radio,source_socialmedia,source_tfd,source_training,frame_c06
30,MTOGOLO,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,MBWANA,MALEMIA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
66,MTOGOLO,ZOMBA,2,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MBWANA,MALEMIA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
40,MTOGOLO,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,1,Male,MBWANA,MALEMIA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
57,KASELEMA,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,NGILENGILE,CHIKOWI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
67,MATUMBI,ZOMBA,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
37,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
27,MATUMBI,ZOMBA,1,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
42,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
42,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
50,NAWANI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,KUNSIYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
45,NAWANI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,KUNSIYA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
53,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MWENGO 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
60,MATUMBI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
66,MATUMBI,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
32,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
43,MATUMBI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
37,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
34,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pigeon Peas marketing
45,MSONTHE,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MSONTHE,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
58,MSONTHE,MANGOCHI,1,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,MSONTHE,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
25,ABINA,MANGOCHI,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
73,ABINA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,4,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,0,0,1,1,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
51,ABINA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
38,ABINA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,1,1,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
53,ABINA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
43,ABINA,MANGOCHI,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
48,IPILU,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,1,0,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,WILESI,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
49,ABINA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
46,ABINA,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
31,ABINA,MANGOCHI,0,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
36,ABINA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
22,ABINA,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
40,ABINA,MANGOCHI,0,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
66,ABINA,MANGOCHI,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,ABINA,CHILIPA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
49,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
32,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
41,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
64,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
43,LITI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
68,NOMBO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,NOMBO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
38,NOMBO,MANGOCHI,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,SOWA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
73,NOMBO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,SOWA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
54,NOMBO,MANGOCHI,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,Female,NOMBO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
45,NOMBO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,NOMBO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
51,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
41,LITI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,1,Female,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
32,LITI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Male,CHIMWAYE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
41,LITI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,MASALO,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
46,PHETEMBE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
32,PHETEMBE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
47,PHETEMBE,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
72,PHETEMBE,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
35,PHETEMBE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
65,PHETEMBE,ZOMBA,3,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,3,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
53,PHETEMBE,ZOMBA,0,2,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,CHIDULE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
27,PHETEMBE,ZOMBA,2,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
49,PHETEMBE,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
34,PHETEMBE,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
35,PHETEMBE,ZOMBA,0,0,Adult Male no Adult Female (MnF),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,Male,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
49,PHETEMBE,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,PHETEMBE 1,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
54,PHETEMBE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,1,Male,CHIDULE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
67,PHETEMBE,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,CHIDULE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
53,PHETEMBE,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,Female,CHIDULE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
46,PHETEMBE,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,MULEYA,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
63,PHETEMBE,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,CHAKALAMBA,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
23,PHETEMBE,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,PHETEMBE 2,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
32,PHETEMBE,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,CHIDULE,MKAGULA,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Groundnut marketing
